road_id,OBJECTID,DISSOLVE_ID,class,subtype,RoadClass,LandUse,RoadLength,SpeedLimit,SpeedLimitFloor,PercentileBand,RankedPercentile,MedianSpeed,F85thPercentileSpeed,PercentOverLimit,NumberOverLimit,Pass,ExcludeFromSpeedSPI,AnalysisStatus,coord_lng1,coord_lat1,coord_lng2,coord_lat2,StreetImageLink,Shape_Length,yolo_images_found,yolo_total_vehicles,yolo_total_pedestrians,yolo_total_cars,yolo_total_trucks,yolo_total_buses,yolo_total_motorcycles,yolo_total_bicycles,yolo_max_vehicles_single_image,yolo_avg_vehicles_per_image,yolo_per_heading_json,vlm_images_sent,vlm_greenery_score,vlm_greenery_intensity,vlm_footpath_score,vlm_lighting_score,vlm_shade_score,vlm_road_condition_score,vlm_building_height_score,vlm_building_density_score,vlm_population_density_score,vlm_land_use_type,vlm_overall_walkability,vlm_lane_marking_quality,vlm_lane_count,vlm_curvature_visible,vlm_intersection_visible,vlm_lane_width_estimate,vlm_vlm_notes,yolo_processed_at,vlm_processed_at
3954,3954,TR/13633,trunk,road,trunk,URBAN,3.3388093629999998,,,60-65%,0.9860349127182045,47.94444444444444,59.77777777777778,0.6902285871952796,21476038,1,1,Valid,73.7875721,18.6476306,73.8075173,18.6242071,"73.7875721,18.6476306,73.8075173,18.6242071",3338.809362702612,4,18,7,9,2,0,6,1,9,4.5,"{""0"": {""vehicles"": 3, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1, ""motorcycle"": 1, ""bicycle"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""traffic light"": 1, ""person"": 1, ""car"": 1}}, ""180"": {""vehicles"": 9, ""pedestrians"": 3, ""by_class"": {""car"": 4, ""truck"": 2, ""person"": 3, ""motorcycle"": 3}}, ""270"": {""vehicles"": 5, ""pedestrians"": 2, ""by_class"": {""car"": 3, ""person"": 2, ""motorcycle"": 2}}}",4,3,moderate,0,0,0,5,5,5,5,commercial,2,0,2,0,0,standard,"The road is surrounded by commercial buildings and has moderate greenery, but lacks pedestrian infrastructure and street lighting.",2026-06-24 04:55:15,2026-06-24 09:39:01
3955,3955,TR/14065,trunk,road,trunk,URBAN,2.243966694,,,60-65%,0.986284289276808,50.5,63.5,0,0,1,1,Valid,73.7732246,18.5480879,73.7663803,18.5672849,"73.7732246,18.5480879,73.7663803,18.5672849",2243.966694478554,4,31,3,26,3,1,1,0,13,7.75,"{""0"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""car"": 6}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 10, ""pedestrians"": 2, ""by_class"": {""truck"": 1, ""car"": 7, ""person"": 2, ""bus"": 1, ""motorcycle"": 1}}, ""270"": {""vehicles"": 13, ""pedestrians"": 1, ""by_class"": {""car"": 12, ""person"": 1, ""truck"": 1}}}",4,2,sparse,0,0,0,7,7,7,7,commercial,2,7,4,0,0,standard,"The road is wide and has multiple lanes, with some greenery along the sides and a mix of commercial buildings in the background.",2026-06-24 04:55:16,2026-06-24 09:39:06
3956,3956,PR/2767,primary,road,primary,RURAL,10.684370423,50,50,60-65%,0.9865336658354115,35.833333333333336,47.166666666666664,0.13647176518654566,893525,1,0,Valid,73.1824368,19.1872832,73.0828863,19.1721552,"73.1824368,19.1872832,73.0828863,19.1721552",10684.370423337115,4,7,1,4,1,1,1,0,4,1.75,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 4, ""pedestrians"": 0, ""by_class"": {""car"": 2, ""truck"": 1, ""bus"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 3, ""pedestrians"": 1, ""by_class"": {""car"": 2, ""motorcycle"": 1, ""person"": 1}}}",4,2,sparse,0,0,0,5,0,0,0,industrial,0,0,2,0,0,standard,The road is surrounded by industrial infrastructure with minimal greenery and no pedestrian pathways.,2026-06-24 04:55:17,2026-06-24 09:39:11
3957,3957,TR/10915,trunk,road,trunk,RURAL,63.556052732,50,50,65-70%,0.9867830423940149,47,68.4,0.44610185742015707,208446,1,0,Valid,74.2826973,16.7291845,74.1783495,17.265478,"74.2826973,16.7291845,74.1783495,17.265478",63556.0527318164,4,17,12,11,2,0,1,3,8,4.25,"{""0"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""bicycle"": 1, ""car"": 1}}, ""90"": {""vehicles"": 8, ""pedestrians"": 2, ""by_class"": {""car"": 6, ""person"": 2, ""bicycle"": 2}}, ""180"": {""vehicles"": 4, ""pedestrians"": 0, ""by_class"": {""car"": 2, ""truck"": 2}}, ""270"": {""vehicles"": 3, ""pedestrians"": 9, ""by_class"": {""person"": 9, ""car"": 2, ""motorcycle"": 1}}}",4,2,sparse,0,0,0,5,5,5,5,commercial,2,0,2,0,0,standard,"The road is in good condition with a moderate level of traffic, featuring a mix of commercial and residential buildings.",2026-06-24 04:55:17,2026-06-24 09:39:16
3958,3958,PR/3940,primary,road,primary,URBAN,4.515716338,40,40,65-70%,0.9870324189526185,28.2,35.6,0.16172278607499072,1079023,1,0,Valid,72.9896662,19.1879895,73.0007238,19.1501529,"72.9896662,19.1879895,73.0007238,19.1501529",4515.716338080049,4,20,4,12,4,0,3,1,9,5.0,"{""0"": {""vehicles"": 2, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""bicycle"": 1, ""motorcycle"": 1}}, ""90"": {""vehicles"": 3, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""car"": 1, ""motorcycle"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""car"": 5, ""truck"": 1}}, ""270"": {""vehicles"": 9, ""pedestrians"": 1, ""by_class"": {""car"": 6, ""person"": 1, ""truck"": 2, ""motorcycle"": 1}}}",4,7,dense,8,2,8,7,5,8,7,mixed,8,7,2,0,1,standard,"The street is lined with dense greenery and has a mix of residential and commercial buildings, with a moderate level of pedestrian walkability and some visible lane markings.",2026-06-24 04:55:18,2026-06-24 09:39:21
3959,3959,MO/251,motorway,road,motorway,URBAN,1.3307312999999998,50,50,65-70%,0.987281795511222,54,63.8,0.6636462011591131,15116717,1,0,Valid,73.0216688,19.0502119,73.0190976,19.0614808,"73.0216688,19.0502119,73.0190976,19.0614808",1330.7313000929425,4,21,2,13,6,1,1,0,7,5.25,"{""0"": {""vehicles"": 4, ""pedestrians"": 2, ""by_class"": {""car"": 3, ""person"": 2, ""motorcycle"": 1}}, ""90"": {""vehicles"": 4, ""pedestrians"": 0, ""by_class"": {""car"": 3, ""truck"": 1}}, ""180"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""truck"": 2, ""car"": 4}}, ""270"": {""vehicles"": 7, ""pedestrians"": 0, ""by_class"": {""truck"": 3, ""car"": 3, ""bus"": 1}}}",4,3,sparse,0,6,2,7,7,7,7,commercial,3,7,4,0,0,standard,"The road is well-lit with streetlights and has a mix of vehicles and greenery, but the greenery is sparse.",2026-06-24 04:55:19,2026-06-24 09:39:26
3960,3960,PR/3939,primary,road,primary,URBAN,4.506458029,40,40,65-70%,0.9875311720698254,32.666666666666664,40.666666666666664,0.28332646376250303,2357077,1,0,Valid,73.000573,19.1501515,72.9895806,19.1879093,"73.000573,19.1501515,72.9895806,19.1879093",4506.4580290595495,4,15,1,9,0,6,0,0,6,3.75,"{""0"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""car"": 4, ""bus"": 2}}, ""90"": {""vehicles"": 4, ""pedestrians"": 1, ""by_class"": {""car"": 4, ""person"": 1}}, ""180"": {""vehicles"": 4, ""pedestrians"": 0, ""by_class"": {""bus"": 3, ""car"": 1}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""bus"": 1}}}",4,5,moderate,0,0,0,7,5,5,5,commercial,2,7,4,0,0,standard,"The road is moderately green with some trees, has standard lanes, and appears to be in a commercial area with mid-rise buildings.",2026-06-24 04:55:20,2026-06-24 09:39:31
3961,3961,TR/10977,trunk,road,trunk,RURAL,33.945710143,80,80,65-70%,0.9877805486284289,72,90.66666666666667,0.3194203777508231,176964,1,0,Valid,72.9407936,19.8201644,72.9166827,20.114966,"72.9407936,19.8201644,72.9166827,20.114966",33945.71014301636,4,4,0,2,2,0,0,0,2,1.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""boat"": 1}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""truck"": 1, ""train"": 1, ""car"": 1}}, ""180"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,5,moderate,0,0,5,8,0,0,0,open_land,2,8,4,0,0,standard,"The road is surrounded by trees and vegetation, providing some shade. The road appears to be in good condition with clear lane markings.",2026-06-24 04:55:20,2026-06-24 09:39:37
3962,3962,TR/13725,trunk,road,trunk,RURAL,50.578791438,,,65-70%,0.9880299251870324,66,82,1,126497,1,1,Valid,75.4700902,17.8820568,75.8917983,17.6867041,"75.4700902,17.8820568,75.8917983,17.6867041",50578.79143768805,4,1,0,1,0,0,0,0,1,0.25,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""train"": 1, ""car"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""train"": 1, ""airplane"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""train"": 1}}}",4,5,moderate,0,0,0,5,0,0,0,open_land,0,5,2,0,0,standard,"The road is a two-lane highway with standard lane widths, surrounded by open land with sparse vegetation and no visible footpaths or buildings.",2026-06-24 04:55:21,2026-06-24 09:39:42
3963,3963,TR/13393,trunk,road,trunk,RURAL,4.475309476000001,30,30,65-70%,0.9882793017456359,30,45.6,0.5245746067151028,7650907,1,0,Valid,73.0065837,19.2116352,73.0384608,19.2381741,"73.0065837,19.2116352,73.0384608,19.2381741",4475.309475957578,4,8,2,3,4,0,1,0,3,2.0,"{""0"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""truck"": 2, ""car"": 1}}, ""90"": {""vehicles"": 3, ""pedestrians"": 2, ""by_class"": {""truck"": 1, ""person"": 2, ""car"": 1, ""motorcycle"": 1}}, ""180"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""truck"": 1, ""train"": 1, ""car"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""umbrella"": 1}}}",4,1,sparse,0,0,0,5,5,5,5,industrial,0,0,0,0,0,unknown,"The road appears to be in an industrial area with no visible pedestrian paths or street lighting. The road surface is in fair condition, but there are no lane markings or visible intersections.",2026-06-24 04:55:22,2026-06-24 09:39:47
3964,3964,TR/14064,trunk,road,trunk,URBAN,2.607678699,,,65-70%,0.9885286783042394,51.583333333333336,65.41666666666667,0.5494812764307638,16560753,1,1,Valid,73.7665841,18.5671161,73.7746621,18.5448572,"73.7665841,18.5671161,73.7746621,18.5448572",2607.6786990688183,4,30,13,20,1,0,7,2,12,7.5,"{""0"": {""vehicles"": 7, ""pedestrians"": 5, ""by_class"": {""car"": 1, ""person"": 5, ""motorcycle"": 4, ""bicycle"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 3, ""pedestrians"": 5, ""by_class"": {""person"": 5, ""motorcycle"": 2, ""car"": 1}}, ""180"": {""vehicles"": 8, ""pedestrians"": 3, ""by_class"": {""car"": 6, ""person"": 3, ""motorcycle"": 1, ""bicycle"": 1}}, ""270"": {""vehicles"": 12, ""pedestrians"": 0, ""by_class"": {""car"": 12}}}",4,2,sparse,0,0,0,7,7,7,7,commercial,2,7,4,0,0,standard,"The road is wide and has multiple lanes, with some greenery and buildings in the background.",2026-06-24 04:55:23,2026-06-24 09:39:52
3965,3965,TR/13640,trunk,road,trunk,URBAN,4.145916284,,,65-70%,0.9887780548628429,30,44.666666666666664,0.5100245575094368,2419124,1,1,Valid,73.8391926,18.5667413,73.8523748,18.5335314,"73.8391926,18.5667413,73.8523748,18.5335314",4145.916284051079,4,17,3,12,3,0,2,0,6,4.25,"{""0"": {""vehicles"": 5, ""pedestrians"": 2, ""by_class"": {""car"": 3, ""person"": 2, ""motorcycle"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 4, ""pedestrians"": 0, ""by_class"": {""car"": 3, ""truck"": 1}}, ""180"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""car"": 5, ""truck"": 1}}, ""270"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1, ""motorcycle"": 1}}}",4,2,sparse,3,0,0,7,5,8,7,mixed,6,6,2,0,0,standard,"The road has a mix of residential and commercial buildings, with some greenery along the sides. The road appears to be in good condition with standard lane markings.",2026-06-24 04:55:24,2026-06-24 09:39:58
3966,3966,TR/11445,trunk,road,trunk,RURAL,36.921585128,40,40,65-70%,0.9890274314214463,71.5,85,0,0,1,0,Valid,74.4283213,18.8841365,74.7078071,19.0628755,"74.4283213,18.8841365,74.7078071,19.0628755",36921.585128037754,4,3,1,3,0,0,0,0,2,0.75,"{""0"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 2}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,5,moderate,2,0,3,6,5,5,5,mixed,5,0,2,0,0,standard,"The road is surrounded by greenery and has a mix of residential and commercial buildings, with a moderate level of pedestrian walkability.",2026-06-24 04:55:25,2026-06-24 09:40:03
3967,3967,TR/14057,trunk,road,trunk,URBAN,4.610062166000002,,,65-70%,0.9892768079800499,30.17391304347826,46.78260869565217,0.4102493321492612,13598382,1,1,Valid,72.8730578,19.2613943,72.9011016,19.28494,"72.8730578,19.2613943,72.9011016,19.28494",4610.062165830272,4,30,4,17,0,0,13,0,10,7.5,"{""0"": {""vehicles"": 6, ""pedestrians"": 2, ""by_class"": {""traffic light"": 1, ""car"": 3, ""person"": 2, ""motorcycle"": 3}}, ""90"": {""vehicles"": 9, ""pedestrians"": 1, ""by_class"": {""car"": 6, ""person"": 1, ""motorcycle"": 3}}, ""180"": {""vehicles"": 10, ""pedestrians"": 0, ""by_class"": {""car"": 8, ""motorcycle"": 2}}, ""270"": {""vehicles"": 5, ""pedestrians"": 1, ""by_class"": {""motorcycle"": 5, ""person"": 1}}}",4,1,sparse,2,3,2,6,8,9,8,mixed,5,4,4,0,1,standard,"The street is moderately busy with vehicles and pedestrians, featuring a mix of residential and commercial buildings. The road appears to be in good condition with some greenery along the sides.",2026-06-24 04:55:26,2026-06-24 09:40:08
3968,3968,TR/11254,trunk,road,trunk,RURAL,73.41589542099999,80,80,65-70%,0.9895261845386534,83,99,0.5750038656093305,52062,1,0,Valid,75.8479787,17.7189453,75.2380626,18.0086234,"75.8479787,17.7189453,75.2380626,18.0086234",73415.89542062723,4,4,1,3,1,0,0,0,2,1.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 2}}, ""270"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}}",4,5,moderate,0,5,5,7,5,5,5,mixed,5,7,4,0,0,standard,"The road is wide and well-maintained, with moderate greenery and a mix of residential and commercial buildings nearby.",2026-06-24 04:55:27,2026-06-24 09:40:13
3969,3969,TR/11229,trunk,road,trunk,RURAL,46.052923787,80,80,65-70%,0.9897755610972568,79.8,95.4,0.4898191026599634,355713,1,0,Valid,74.5631861,18.3894869,74.9110038,18.2083153,"74.5631861,18.3894869,74.9110038,18.2083153",46052.92378682806,4,5,0,1,3,0,0,1,3,1.25,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""bicycle"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}}",4,2,sparse,0,0,0,5,0,0,0,industrial,0,0,2,0,0,standard,The road appears to be in a rural or semi-industrial area with minimal vegetation and no pedestrian infrastructure.,2026-06-24 04:55:28,2026-06-24 09:40:18
3970,3970,TR/10978,trunk,road,trunk,RURAL,34.079072470999996,80,80,65-70%,0.9900249376558603,70,86.33333333333333,0.2529213709030276,149712,1,0,Valid,72.916788,20.11395,72.9415557,19.8199901,"72.916788,20.11395,72.9415557,19.8199901",34079.07247101707,4,6,3,1,2,2,0,1,3,1.5,"{""0"": {""vehicles"": 1, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""bicycle"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""180"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""bus"": 2, ""truck"": 1, ""train"": 1}}, ""270"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 1}}}",4,5,moderate,0,0,0,8,5,5,5,commercial,2,8,4,0,0,standard,"The road is wide and well-maintained, with moderate greenery and commercial buildings along the sides.",2026-06-24 04:55:29,2026-06-24 09:40:23
3971,3971,TR/14056,trunk,road,trunk,URBAN,5.156140114999999,,,70-75%,0.9902743142144639,32.24242424242424,42.696969696969695,0.3451347258102799,14909026,1,1,Valid,72.905021,19.2866802,72.873181,19.2613362,"72.905021,19.2866802,72.873181,19.2613362",5156.140114715574,4,5,0,5,0,0,0,0,3,1.25,"{""0"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 2}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 3}}}",4,2,sparse,0,2,0,6,5,5,5,residential_low,3,6,2,0,0,standard,"The road is straight with a moderate amount of greenery and some street lighting, but no sidewalks or pedestrian paths are visible.",2026-06-24 04:55:29,2026-06-24 09:40:28
3972,3972,MO/248,motorway,road,motorway,URBAN,1.528210545,40,40,70-75%,0.9905236907730673,51.30769230769231,61.61538461538461,0.8961452146858168,51966624,1,0,Valid,73.0193025,19.0631575,73.0219233,19.0501087,"73.0193025,19.0631575,73.0219233,19.0501087",1528.2105451306325,4,30,0,20,5,4,1,0,11,7.5,"{""0"": {""vehicles"": 7, ""pedestrians"": 0, ""by_class"": {""car"": 5, ""bus"": 2}}, ""90"": {""vehicles"": 11, ""pedestrians"": 0, ""by_class"": {""truck"": 2, ""car"": 7, ""motorcycle"": 1, ""bus"": 1}}, ""180"": {""vehicles"": 11, ""pedestrians"": 0, ""by_class"": {""bus"": 1, ""car"": 8, ""truck"": 2}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}}",4,2,sparse,0,0,0,7,5,5,5,commercial,2,7,4,0,0,standard,"The road is wide and has multiple lanes, but there is limited greenery and no visible pedestrian infrastructure.",2026-06-24 04:55:30,2026-06-24 09:40:34
3973,3973,TR/11228,trunk,road,trunk,RURAL,61.72405748,80,80,70-75%,0.9907730673316708,76,92,0.38593876917196235,129237,1,0,Valid,75.00617,18.1077362,74.5631666,18.3893839,"75.00617,18.1077362,74.5631666,18.3893839",61724.05748046241,4,3,1,1,2,0,0,0,2,0.75,"{""0"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 1}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}}",4,2,sparse,0,0,0,5,0,0,0,industrial,0,0,2,0,0,standard,The road is straight and appears to be in a rural industrial area with minimal greenery and no pedestrian infrastructure.,2026-06-24 04:55:31,2026-06-24 09:40:39
3974,3974,TR/13377,trunk,road,trunk,RURAL,18.0926781,30,30,70-75%,0.9910224438902743,47.2,59.4,0.9732270493849722,1890586,1,0,Valid,73.0866838,19.2717024,73.1947033,19.3716729,"73.0866838,19.2717024,73.1947033,19.3716729",18092.678099528974,4,12,15,5,1,1,3,2,5,3.0,"{""0"": {""vehicles"": 3, ""pedestrians"": 5, ""by_class"": {""person"": 5, ""car"": 1, ""truck"": 1, ""bus"": 1}}, ""90"": {""vehicles"": 5, ""pedestrians"": 1, ""by_class"": {""car"": 3, ""person"": 1, ""motorcycle"": 1, ""bicycle"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""train"": 1}}, ""270"": {""vehicles"": 3, ""pedestrians"": 9, ""by_class"": {""umbrella"": 1, ""person"": 9, ""motorcycle"": 2, ""bicycle"": 1}}}",4,1,sparse,0,0,0,5,5,5,5,commercial,2,0,2,0,0,standard,"The road segment features a mix of commercial and industrial activity with some pedestrian activity, but lacks proper footpaths and street lighting.",2026-06-24 04:55:32,2026-06-24 09:40:44
3975,3975,TR/12754,trunk,road,trunk,RURAL,22.03418995,,,70-75%,0.9912718204488778,26,41.5,0.23542357749173742,154787,1,1,Valid,79.064586,21.0888487,78.987972,20.9074098,"79.064586,21.0888487,78.987972,20.9074098",22034.18995049417,4,16,6,10,0,1,4,1,8,4.0,"{""0"": {""vehicles"": 8, ""pedestrians"": 0, ""by_class"": {""car"": 5, ""bus"": 1, ""motorcycle"": 1, ""bicycle"": 1}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 2}}, ""180"": {""vehicles"": 6, ""pedestrians"": 6, ""by_class"": {""car"": 3, ""person"": 6, ""motorcycle"": 3}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,6,moderate,7,2,3,8,5,7,6,mixed,7,6,4,0,0,standard,"The road is well-maintained with moderate greenery and a mix of residential and commercial buildings, providing a balanced urban environment.",2026-06-24 04:55:33,2026-06-24 09:40:49
3976,3976,TR/12755,trunk,road,trunk,RURAL,21.188437559999997,,,70-75%,0.9915211970074813,38,52.333333333333336,0.6677374836634645,693834,1,1,Valid,78.9902084,20.9124865,79.0638496,21.0868115,"78.9902084,20.9124865,79.0638496,21.0868115",21188.437560371684,4,7,2,2,4,0,1,0,3,1.75,"{""0"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 3, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""motorcycle"": 1, ""truck"": 2}}, ""180"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 2, ""truck"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,5,moderate,0,0,0,8,0,0,0,industrial,0,8,4,0,0,standard,The road is a multi-lane highway with moderate greenery and no pedestrian infrastructure.,2026-06-24 04:55:34,2026-06-24 09:40:54
3977,3977,MO/247,motorway,road,motorway,RURAL,1.6666456599999997,50,50,70-75%,0.9917705735660848,50.5,59.9,0.5174898965394177,24747392,1,0,Valid,72.9927491,19.0689582,72.9791389,19.0636294,"72.9927491,19.0689582,72.9791389,19.0636294",1666.645660073179,4,30,4,18,6,0,5,1,13,7.5,"{""0"": {""vehicles"": 11, ""pedestrians"": 1, ""by_class"": {""truck"": 2, ""car"": 8, ""person"": 1, ""motorcycle"": 1}}, ""90"": {""vehicles"": 13, ""pedestrians"": 2, ""by_class"": {""car"": 8, ""truck"": 1, ""person"": 2, ""motorcycle"": 3, ""bicycle"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 6, ""pedestrians"": 1, ""by_class"": {""car"": 2, ""truck"": 3, ""person"": 1, ""motorcycle"": 1}}}",4,5,dense,0,0,5,5,5,5,5,commercial,2,0,4,0,0,standard,"The road is moderately shaded by trees, with dense greenery along the sides. The road appears to be in good condition, but there are no visible pedestrian paths or streetlights.",2026-06-24 04:55:35,2026-06-24 09:40:59
3978,3978,TR/13316,trunk,road,trunk,URBAN,4.016876262,80,80,70-75%,0.9920199501246882,51.333333333333336,65,0,0,1,0,Valid,73.7491964,18.6132042,73.7357136,18.6471469,"73.7491964,18.6132042,73.7357136,18.6471469",4016.8762621003534,4,17,0,10,2,1,2,2,6,4.25,"{""0"": {""vehicles"": 5, ""pedestrians"": 0, ""by_class"": {""car"": 3, ""bicycle"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""180"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""car"": 5, ""bicycle"": 1}}, ""270"": {""vehicles"": 5, ""pedestrians"": 0, ""by_class"": {""motorcycle"": 2, ""bus"": 1, ""truck"": 1, ""car"": 1}}}",4,3,moderate,0,0,0,8,7,8,7,residential_high,2,8,4,0,0,standard,"The road is wide and well-maintained, with moderate greenery and high-rise residential buildings in the background.",2026-06-24 04:55:36,2026-06-24 09:41:05
3979,3979,TR/13308,trunk,road,trunk,URBAN,6.570717259,55,55,70-75%,0.9922693266832918,39,52.4,0.10917868586077388,668136,1,0,Valid,73.8067111,18.4777597,73.8583819,18.4483594,"73.8067111,18.4777597,73.8583819,18.4483594",6570.717258970818,4,24,12,13,3,0,6,2,8,6.0,"{""0"": {""vehicles"": 7, ""pedestrians"": 1, ""by_class"": {""car"": 4, ""person"": 1, ""motorcycle"": 1, ""bicycle"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 8, ""pedestrians"": 6, ""by_class"": {""person"": 6, ""car"": 3, ""motorcycle"": 3, ""truck"": 2}}, ""180"": {""vehicles"": 5, ""pedestrians"": 3, ""by_class"": {""car"": 4, ""person"": 3, ""motorcycle"": 1}}, ""270"": {""vehicles"": 4, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""motorcycle"": 1, ""bicycle"": 1, ""car"": 2}}}",4,2,sparse,0,2,0,7,5,7,7,mixed,3,6,4,0,0,standard,"The road is moderately busy with vehicles and motorcycles, and there are some trees along the roadside, but the overall greenery is sparse.",2026-06-24 04:55:37,2026-06-24 09:41:10
3980,3980,MO/246,motorway,road,motorway,RURAL,1.6745017220000002,50,50,70-75%,0.9925187032418953,46.5,54.833333333333336,0.41709294948964387,12249358,1,0,Valid,72.9790602,19.0638139,72.9927673,19.0691164,"72.9790602,19.0638139,72.9927673,19.0691164",1674.501721618054,4,25,1,20,3,0,2,0,10,6.25,"{""0"": {""vehicles"": 3, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""motorcycle"": 2, ""kite"": 1, ""car"": 1}}, ""90"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""car"": 5, ""truck"": 1}}, ""180"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""truck"": 1, ""car"": 5}}, ""270"": {""vehicles"": 10, ""pedestrians"": 0, ""by_class"": {""car"": 9, ""truck"": 1}}}",4,2,sparse,0,0,0,7,5,5,5,commercial,2,7,4,0,0,standard,"The road is wide and has multiple lanes, with some greenery and buildings in the background.",2026-06-24 04:55:37,2026-06-24 09:41:15
